1,WARR-90Z-4,WARRANT - WARRANT SERVICE,2023-06-26,1811,2300 HUNTINGTON AVE,ALEXANDRIA,VA,22303
1,BURG-220-3,BURGLARY/BREAKING AND ENTERING,2023-06-26,1400,6100 EARLY AUTUMN DR,CENTREVILLE,VA,20120
1,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2023-06-26,1913,2200 HUNTINGTON AVE,ALEXANDRIA,VA,22303
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-06-26,1817,1700 GALLERIA AT TYSONS II,MCLEAN,VA,22102
1,SUSP-2,SUSPICIOUS - PERSON,2023-06-26,1923,700 KEITHLEY DR,GREAT FALLS,VA,22066
1,WEAP-520-3,WEAPONS - UNLAWFUL DISCHARGE/RECKLESS HANDLING,2023-06-26,1500,13600 WILDFLOWER LN,CLIFTON,VA,20124
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-06-26,1935,7000 BROOKFIELD PLZ,SPRINGFIELD,VA,22150
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-06-26,2000,3000 PATRICK HENRY DR,FALLS CHURCH,VA,22044
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-06-26,1930,9100 AYDEN LN,LORTON,VA,22079
1,SERV-1,SERVICE - POLICE SERVICE,2023-06-26,1938,9100 WESTERHOLME WAY,VIENNA,VA,22182
1,FRAUD-26A-1,FRAUD - FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,2023-06-26,2007, COLUMBIA PIKE / LINCOLNIA RD,ANNANDALE,VA,22041
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-06-26,1515,7000 BROOKFIELD PLZ,SPRINGFIELD,VA,22150
1,SERV-1,SERVICE - POLICE SERVICE,2023-06-26,2044,3000 KADALA PL,FALLS CHURCH,VA,22042
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-06-26,2104,8400 FRYE RD,ALEXANDRIA,VA,22309
1,DRUG-35A-10,DRUGS - OTHER DANGEROUS DRUGS POSSESSION,2023-06-26,2012,4200 WADSWORTH CT,ANNANDALE,VA,22003
1,AUTO-240-4,AUTO THEFT - AUTOS,2023-06-26,2102,7800 LEWIS CHAPEL CIR,LORTON,VA,22079
1,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-06-26,2136,7900 RICHMOND HWY,ALEXANDRIA,VA,22306
1,ABC-90Z-1,ABC - TOBACCO - SELL/PURCHASEPOSSESS BY MINOR,2023-06-26,2143,6000 BELLVIEW DR,FALLS CHURCH,VA,22041
1,DRUG-35A-2,DRUGS - OPIUM/COCAINE POSSESS W/INT DIST,2023-06-26,2105,7600 LITTLE RIVER TPKE,ANNANDALE,VA,22003
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-06-26,2149,200 DENFIELD DR,ALEXANDRIA,VA,22309
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-06-26,2126,11800 SHIRE CT,RESTON,VA,20191
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-06-26,2146,5800 COLUMBIA PIKE,FALLS CHURCH,VA,22041
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-06-26,2107,4500 HADRIAN CT,ALEXANDRIA,VA,22310
1,SERV-1,SERVICE - POLICE SERVICE,2023-06-26,2125,13900 LEE JACKSON MEMORIAL HWY,CHANTILLY,VA,20151
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-06-26,2116,8000 CARBONDALE WAY,SPRINGFIELD,VA,22153
1,WARR-90Z-4,WARRANT - WARRANT SERVICE,2023-06-26,2213,6300 SOUTH KINGS HWY,ALEXANDRIA,VA,22306
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-06-26,2130,8300 BROOKVALE CT,SPRINGFIELD,VA,22153
1,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-06-26,2212,9400 LEE HWY,FAIRFAX,VA,22031
1,SERV-2,SERVICE - CIVIL DISPUTE,2023-06-26,2209,2800 JUNIPER ST,FAIRFAX,VA,22031
1,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2023-06-26,2157,7200 ARLINGTON BLVD,FALLS CHURCH,VA,22042
1,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2023-06-26,2153,6100 BIBBINGS WAY,ALEXANDRIA,VA,22315
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-06-26,2246,6800 TENNYSON DR,MCLEAN,VA,22101
1,SERV-1,SERVICE - POLICE SERVICE,2023-06-26,2325,12100 SUNSET HILLS RD,RESTON,VA,20190
1,SUSP-1,SUSPICIOUS - EVENT,2023-06-26,2341,7100 LEE HWY,FALLS CHURCH,VA,22046
1,SERV-47,SERVICE - NON-FATAL OVERDOSE (NFO),2023-06-26,2323,6600 BOWIE DR,SPRINGFIELD,VA,22150
3,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2023-06-26,2359,2900 ARLINGTON DR,ALEXANDRIA,VA,22306
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-06-26,2359,2900 ARLINGTON DR,ALEXANDRIA,VA,22306
2,LARC-23-3,LARCENY - SHOPLIFTING,2023-06-26,2359,2900 ARLINGTON DR,ALEXANDRIA,VA,22306
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-06-26,2327,7900 ALMEDA CT,LORTON,VA,22079
1,ASSLT-13B-2,ASSAULT - SIMPLE ASSAULT ON LEO,2023-06-26,2302,3300 GALLOWS RD,FALLS CHURCH,VA,22042
1,ASSLT-13B-2,ASSAULT - SIMPLE ASSAULT ON LEO,2023-06-26,2302,3300 GALLOWS RD,FALLS CHURCH,VA,22042
